count;len
55762;389
56696;390
55677;391
56033;392
55320;393
55574;394
55708;395
54910;396
55528;397
55397;398
55548;399
55137;400
54932;401
55103;402
54775;403
54160;404
54644;405
53651;406
54055;407
53693;408
54025;409
53212;410
53823;411
53711;412
53230;413
53729;414
53120;415
53002;416
52678;417
52788;418
52852;419
52119;420
51982;421
51889;422
52025;423
51935;424
51739;425
51551;426
50925;427
51535;428
50562;429
50760;430
50373;431
50423;432
50797;433
49997;434
49632;435
49822;436
50038;437
50211;438
50205;439
49608;440
49659;441
49621;442
49599;443
49462;444
49439;445
48302;446
48711;447
48451;448
48508;449
48490;450
48403;451
48064;452
47868;453
47953;454
48212;455
47674;456
47404;457
47983;458
47927;459
47523;460
47693;461
47408;462
47086;463
47701;464
47530;465
48099;466
46581;467
47225;468
46665;469
47032;470
46061;471
46764;472
46487;473
46849;474
45760;475
46723;476
45854;477
46030;478
45903;479
45985;480
45607;481
45609;482
45819;483
45302;484
45960;485
45580;486
45124;487
44800;488
44796;489
44890;490
44850;491
45109;492
44358;493
44619;494
44462;495
44425;496
44156;497
44103;498
44232;499
44026;500
43853;501
43750;502
43568;503
43307;504
43178;505
43299;506
43357;507
43508;508
42934;509
42771;510
42877;511
42444;512
42524;513
42824;514
42789;515
42458;516
42417;517
41901;518
41841;519
42039;520
41736;521
41971;522
41765;523
42148;524
41336;525
41385;526
41654;527
41296;528
41250;529
40764;530
41454;531
41049;532
41073;533
40942;534
40551;535
40702;536
40138;537
40230;538
39993;539
39902;540
40795;541
39680;542
39891;543
39540;544
39831;545
39352;546
44891;547
38851;548
39127;549
39058;550
38862;551
39100;552
41199;553
39367;554
39023;555
38460;556
38416;557
39912;558
38883;559
38751;560
38678;561
38420;562
38166;563
38825;564
37965;565
37932;566
37542;567
37929;568
37795;569
37555;570
37488;571
37203;572
37253;573
37218;574
37181;575
36426;576
37339;577
36657;578
36495;579
36664;580
36388;581
36402;582
36289;583
36198;584
35969;585
36117;586
36305;587
35770;588
35510;589
35662;590
35723;591
35791;592
36007;593
35219;594
35241;595
34550;596
35109;597
34970;598
34851;599
35226;600
34841;601
35147;602
35253;603
34809;604
34564;605
34317;606
34351;607
34185;608
33997;609
34129;610
33992;611
33831;612
33818;613
33882;614
33782;615
33880;616
33203;617
33410;618
33514;619
33304;620
33325;621
33136;622
33262;623
33224;624
32933;625
32881;626
32876;627
32560;628
32837;629
32748;630
32380;631
32376;632
32038;633
32179;634
32266;635
31924;636
32126;637
31731;638
31940;639
31630;640
31138;641
31415;642
31467;643
31311;644
31807;645
31084;646
31215;647
31026;648
30806;649
30930;650
30836;651
30695;652
30570;653
30625;654
30705;655
30259;656
30342;657
30817;658
29912;659
30108;660
30156;661
30284;662
29807;663
30007;664
29648;665
30464;666
29463;667
29197;668
29252;669
29241;670
28868;671
29287;672
29032;673
28912;674
29162;675
29046;676
28755;677
28918;678
29053;679
29130;680
28453;681
28972;682
28838;683
28898;684
28646;685
28661;686
28552;687
28484;688
28566;689
28355;690
28059;691
28153;692
27971;693
27826;694
27872;695
27619;696
27696;697
27740;698
27572;699
27298;700
27754;701
26793;702
27346;703
27136;704
27060;705
26963;706
27324;707
27148;708
27058;709
26649;710
27227;711
26856;712
26744;713
26927;714
26576;715
26358;716
26379;717
26104;718
26164;719
26143;720
26287;721
26268;722
26030;723
26047;724
25817;725
25850;726
26111;727
25939;728
25826;729
25792;730
25478;731
25758;732
25575;733
25253;734
25013;735
25374;736
25216;737
24918;738
25244;739
25015;740
24965;741
24431;742
24719;743
25123;744
24714;745
24497;746
24582;747
24263;748
24387;749
24464;750
24457;751
24072;752
24303;753
24147;754
24494;755
24267;756
24460;757
24446;758
24014;759
24366;760
24142;761
24089;762
23858;763
23905;764
24172;765
23727;766
23817;767
23739;768
23714;769
23341;770
23669;771
23585;772
23696;773
23160;774
23139;775
23391;776
23152;777
23376;778
23148;779
23103;780
22929;781
23092;782
22754;783
22536;784
22709;785
22744;786
22843;787
22615;788
22448;789
22732;790
22644;791
22531;792
22391;793
22300;794
22492;795
22492;796
22255;797
22466;798
22543;799
22123;800
22412;801
21862;802
22113;803
22433;804
21973;805
21930;806
21700;807
21635;808
21838;809
21861;810
21813;811
22498;812
21486;813
21821;814
21705;815
21570;816
21418;817
21298;818
21563;819
21272;820
21698;821
21334;822
21032;823
21243;824
21168;825
20878;826
21184;827
20695;828
20889;829
20859;830
20765;831
20852;832
20590;833
20545;834
20549;835
20427;836
20429;837
20777;838
20606;839
20285;840
20315;841
20163;842
20174;843
19804;844
20196;845
19797;846
19993;847
20231;848
20092;849
20082;850
19744;851
19629;852
19547;853
19468;854
19941;855
19706;856
19354;857
19491;858
19801;859
19528;860
19979;861
19787;862
19514;863
19199;864
19187;865
19211;866
19821;867
19035;868
19524;869
19169;870
19153;871
19024;872
19020;873
18653;874
18853;875
18796;876
18868;877
18835;878
19160;879
18733;880
18438;881
18703;882
18651;883
18524;884
18572;885
18109;886
18479;887
18256;888
18472;889
18562;890
18366;891
18309;892
18119;893
18141;894
18495;895
18140;896
18330;897
18299;898
17984;899
17964;900
17980;901
18118;902
17929;903
17864;904
18305;905
17818;906
17573;907
17641;908
17499;909
17647;910
17812;911
17684;912
17849;913
17823;914
17546;915
17390;916
17323;917
17529;918
17276;919
17431;920
17318;921
17355;922
17445;923
16964;924
17190;925
17010;926
16964;927
17058;928
17074;929
16952;930
16847;931
16704;932
16568;933
16618;934
16627;935
16683;936
16711;937
16624;938
16592;939
16561;940
16490;941
16713;942
16363;943
16570;944
16998;945
16265;946
16455;947
16156;948
16540;949
16571;950
16451;951
16158;952
16327;953
16279;954
16106;955
16170;956
16186;957
16342;958
16006;959
16028;960
15903;961
15937;962
15780;963
15917;964
15874;965
15764;966
16090;967
15743;968
15757;969
15793;970
15747;971
15964;972
15640;973
15690;974
15621;975
15384;976
15451;977
15478;978
15502;979
15415;980
15290;981
15349;982
15520;983
15350;984
15335;985
15074;986
15056;987
15428;988
15328;989
15287;990
15318;991
15199;992
15228;993
15310;994
14843;995
14822;996
15105;997
14909;998
15003;999
14887;1000
14883;1001
14795;1002
15006;1003
14967;1004
14850;1005
14645;1006
14797;1007
14849;1008
14713;1009
14747;1010
14678;1011
14643;1012
14757;1013
14957;1014
14886;1015
14623;1016
14880;1017
14580;1018
14607;1019
14291;1020
14334;1021
14272;1022
14297;1023
14337;1024
14304;1025
14191;1026
14096;1027
14210;1028
14020;1029
14269;1030
14238;1031
13952;1032
13916;1033
14039;1034
14017;1035
14108;1036
13897;1037
13859;1038
13873;1039
13644;1040
13726;1041
13761;1042
13455;1043
13930;1044
13415;1045
13461;1046
13514;1047
13779;1048
13368;1049
13779;1050
13461;1051
13554;1052
13425;1053
13414;1054
13361;1055
13256;1056
13429;1057
13329;1058
13383;1059
13331;1060
13469;1061
13318;1062
13158;1063
13328;1064
13177;1065
13186;1066
13032;1067
13282;1068
13059;1069
13081;1070
12925;1071
12875;1072
13048;1073
12943;1074
12836;1075
12679;1076
13143;1077
12768;1078
12688;1079
13069;1080
12843;1081
12673;1082
12799;1083
12979;1084
12775;1085
12921;1086
12736;1087
12821;1088
12568;1089
12499;1090
12555;1091
12527;1092
12517;1093
12388;1094
12563;1095
12681;1096
12423;1097
12431;1098
12544;1099
12463;1100
12242;1101
12425;1102
12276;1103
12335;1104
12159;1105
12103;1106
12184;1107
12180;1108
12356;1109
12009;1110
12175;1111
11975;1112
12225;1113
12231;1114
12212;1115
12177;1116
11975;1117
12112;1118
11987;1119
12045;1120
12604;1121
11942;1122
11638;1123
11893;1124
11820;1125
12021;1126
11919;1127
11811;1128
11784;1129
11689;1130
11763;1131
11806;1132
11644;1133
11673;1134
11645;1135
11694;1136
11315;1137
11670;1138
11588;1139
11427;1140
11689;1141
11443;1142
11450;1143
11370;1144
11382;1145
11293;1146
11297;1147
11213;1148
11300;1149
11327;1150
11281;1151
11230;1152
11396;1153
11126;1154
11101;1155
11230;1156
11156;1157
11215;1158
11096;1159
11161;1160
10806;1161
10927;1162
10882;1163
11031;1164
10793;1165
11121;1166
11130;1167
10762;1168
10842;1169
10809;1170
10844;1171
10851;1172
10633;1173
10688;1174
10757;1175
10793;1176
10508;1177
10877;1178
10674;1179
10620;1180
10654;1181
10481;1182
10633;1183
10741;1184
10654;1185
10628;1186
10603;1187
11170;1188
10365;1189
10424;1190
10573;1191
10398;1192
10259;1193
10371;1194
10557;1195
10565;1196
10177;1197
10409;1198
10131;1199
10367;1200
10054;1201
10227;1202
10133;1203
10455;1204
10205;1205
10319;1206
10025;1207
10122;1208
9946;1209
9857;1210
9993;1211
9899;1212
9625;1213
9918;1214
9946;1215
10214;1216
10024;1217
10003;1218
9975;1219
9843;1220
9722;1221
9758;1222
9867;1223
9985;1224
9738;1225
9953;1226
9657;1227
9988;1228
9843;1229
9497;1230
9738;1231
9537;1232
9721;1233
9542;1234
9576;1235
9601;1236
9489;1237
9602;1238
9482;1239
9608;1240
9505;1241
9488;1242
9394;1243
9503;1244
9495;1245
9347;1246
9579;1247
9401;1248
9394;1249
9355;1250
9420;1251
9207;1252
9458;1253
9385;1254
9324;1255
9192;1256
9135;1257
9174;1258
9199;1259
9240;1260
9419;1261
9383;1262
9284;1263
9149;1264
9025;1265
9207;1266
8937;1267
9099;1268
9087;1269
9070;1270
8940;1271
8991;1272
9045;1273
8898;1274
9040;1275
8923;1276
8861;1277
8854;1278
9148;1279
9050;1280
9001;1281
9074;1282
8805;1283
8745;1284
8842;1285
8830;1286
8822;1287
8766;1288
8809;1289
8663;1290
8650;1291
8645;1292
8721;1293
8819;1294
8685;1295
8576;1296
8702;1297
8530;1298
8651;1299
8601;1300
8607;1301
8569;1302
8624;1303
8556;1304
8487;1305
8611;1306
8418;1307
8505;1308
8432;1309
8298;1310
8559;1311
9198;1312
10439;1313
10729;1314
9622;1315
8964;1316
8528;1317
8300;1318
8374;1319
8098;1320
8352;1321
8243;1322
8207;1323
8251;1324
8083;1325
8394;1326
8211;1327
8085;1328
8041;1329
7984;1330
8160;1331
7937;1332
8044;1333
8104;1334
7912;1335
8058;1336
7994;1337
7987;1338
8016;1339
7947;1340
7897;1341
7842;1342
7805;1343
7751;1344
7641;1345
7843;1346
7890;1347
7795;1348
7851;1349
7721;1350
7815;1351
7766;1352
7729;1353
7927;1354
7559;1355
7726;1356
7807;1357
7655;1358
7560;1359
7549;1360
7572;1361
7614;1362
7577;1363
7715;1364
7709;1365
7713;1366
7650;1367
7475;1368
7467;1369
7366;1370
7612;1371
7452;1372
7617;1373
7377;1374
7437;1375
7425;1376
7437;1377
7447;1378
7444;1379
7247;1380
7272;1381
7350;1382
7202;1383
7304;1384
7516;1385
7174;1386
7304;1387
7286;1388
7189;1389
7279;1390
7254;1391
7190;1392
7356;1393
7080;1394
7083;1395
7021;1396
7149;1397
7017;1398
7182;1399
7013;1400
7080;1401
7059;1402
7015;1403
7125;1404
7083;1405
6877;1406
7028;1407
7038;1408
7157;1409
6955;1410
6938;1411
6938;1412
6920;1413
6763;1414
6867;1415
7015;1416
6977;1417
6763;1418
6931;1419
6962;1420
6739;1421
6837;1422
6728;1423
6732;1424
6797;1425
6954;1426
6775;1427
6943;1428
6985;1429
6663;1430
6739;1431
6838;1432
6823;1433
6622;1434
6722;1435
6652;1436
6663;1437
6586;1438
6717;1439
6578;1440
6532;1441
6670;1442
6578;1443
6387;1444
6566;1445
6298;1446
6586;1447
6399;1448
6646;1449
6546;1450
6521;1451
6413;1452
6390;1453
6556;1454
6584;1455
6375;1456
6442;1457
6406;1458
6294;1459
6355;1460
6130;1461
6242;1462
6385;1463
6396;1464
6307;1465
6182;1466
6183;1467
6163;1468
6220;1469
6190;1470
6288;1471
6176;1472
6479;1473
6142;1474
6209;1475
6229;1476
6250;1477
6128;1478
6169;1479
6129;1480
6151;1481
6086;1482
6092;1483
6081;1484
6172;1485
5922;1486
6031;1487
6213;1488
5979;1489
5894;1490
6075;1491
6124;1492
6218;1493
6094;1494
6149;1495
5896;1496
5939;1497
5998;1498
6059;1499
5910;1500
5827;1501
5938;1502
5914;1503
5829;1504
5847;1505
5811;1506
5702;1507
5764;1508
5688;1509
5885;1510
5776;1511
5656;1512
5711;1513
5788;1514
5643;1515
5868;1516
5744;1517
5684;1518
5643;1519
5846;1520
5605;1521
5611;1522
5627;1523
5762;1524
5456;1525
5737;1526
5639;1527
5621;1528
5500;1529
5588;1530
5519;1531
5648;1532
5509;1533
5580;1534
5650;1535
5618;1536
5462;1537
5432;1538
5392;1539
5462;1540
5442;1541
5474;1542
5407;1543
5445;1544
5442;1545
5507;1546
5437;1547
5342;1548
5339;1549
5526;1550
5510;1551
5365;1552
5325;1553
5254;1554
5354;1555
5321;1556
5238;1557
5220;1558
5273;1559
5111;1560
5205;1561
5125;1562
5365;1563
5283;1564
5217;1565
5239;1566
5283;1567
5169;1568
5222;1569
5215;1570
5134;1571
5091;1572
5105;1573
5314;1574
5260;1575
5259;1576
5144;1577
5066;1578
5164;1579
5119;1580
5003;1581
5078;1582
5288;1583
5093;1584
5131;1585
5203;1586
4994;1587
5033;1588
4962;1589
4907;1590
5057;1591
5058;1592
5174;1593
5152;1594
5256;1595
4934;1596
5096;1597
4956;1598
5037;1599
5441;1600
4878;1601
4859;1602
4972;1603
4856;1604
5071;1605
4954;1606
4924;1607
4843;1608
4971;1609
4790;1610
4976;1611
4796;1612
4719;1613
4787;1614
4934;1615
4817;1616
4721;1617
4804;1618
4877;1619
4906;1620
4826;1621
5009;1622
4865;1623
4755;1624
4732;1625
4766;1626
4821;1627
4833;1628
4978;1629
4870;1630
4879;1631
4755;1632
4753;1633
4783;1634
4843;1635
4861;1636
4772;1637
4776;1638
4904;1639
4727;1640
4877;1641
4827;1642
4776;1643
4811;1644
4694;1645
4745;1646
4776;1647
4788;1648
4552;1649
4670;1650
4631;1651
4564;1652
4582;1653
4625;1654
4573;1655
4458;1656
4620;1657
4588;1658
4641;1659
4645;1660
4611;1661
4466;1662
4554;1663
4445;1664
4594;1665
4524;1666
4507;1667
4425;1668
4449;1669
4481;1670
4510;1671
4529;1672
4538;1673
4537;1674
4420;1675
4417;1676
4354;1677
4651;1678
4573;1679
4476;1680
4501;1681
4571;1682
4463;1683
4391;1684
4499;1685
4505;1686
4528;1687
4395;1688
4406;1689
4461;1690
4322;1691
4471;1692
4320;1693
4395;1694
4401;1695
4500;1696
4288;1697
4331;1698
4455;1699
4289;1700
4388;1701
4229;1702
4355;1703
4311;1704
4292;1705
4369;1706
4202;1707
4192;1708
4300;1709
4261;1710
4247;1711
4341;1712
4363;1713
4221;1714
4388;1715
4277;1716
4137;1717
4227;1718
4081;1719
4149;1720
4251;1721
4115;1722
4098;1723
4004;1724
4135;1725
4199;1726
4245;1727
4079;1728
4248;1729
4265;1730
4123;1731
4033;1732
4058;1733
4052;1734
4127;1735
4075;1736
4006;1737
3997;1738
4082;1739
3998;1740
4002;1741
4112;1742
3901;1743
3924;1744
4011;1745
3913;1746
4060;1747
3943;1748
3922;1749
3968;1750
3973;1751
3970;1752
3940;1753
4048;1754
4073;1755
3905;1756
3895;1757
3971;1758
3945;1759
3863;1760
4033;1761
3835;1762
3891;1763
3948;1764
3760;1765
3951;1766
4000;1767
3862;1768
3800;1769
3917;1770
3913;1771
3829;1772
3983;1773
4085;1774
3915;1775
3853;1776
3826;1777
3808;1778
4081;1779
3823;1780
3806;1781
3787;1782
3982;1783
3823;1784
3813;1785
3755;1786
3733;1787
3706;1788
3665;1789
3764;1790
3734;1791
3736;1792
3908;1793
3786;1794
3763;1795
3797;1796
3715;1797
3704;1798
3861;1799
3783;1800
3803;1801
3727;1802
3837;1803
3851;1804
3816;1805
3626;1806
3629;1807
3649;1808
3604;1809
3693;1810
3655;1811
3729;1812
3601;1813
3646;1814
3666;1815
3655;1816
3717;1817
3628;1818
3658;1819
3532;1820
3623;1821
3709;1822
3585;1823
3472;1824
3600;1825
3525;1826
3590;1827
3578;1828
3621;1829
3566;1830
3600;1831
3689;1832
3660;1833
3490;1834
3583;1835
3551;1836
3383;1837
3429;1838
3420;1839
3386;1840
3431;1841
3421;1842
3415;1843
3413;1844
3493;1845
3535;1846
3456;1847
3599;1848
3417;1849
3619;1850
3443;1851
3577;1852
3433;1853
3570;1854
3614;1855
3371;1856
3466;1857
3406;1858
3348;1859
3521;1860
3423;1861
3478;1862
3513;1863
3306;1864
3461;1865
3378;1866
3324;1867
3405;1868
3393;1869
3284;1870
3357;1871
3324;1872
3391;1873
3393;1874
3345;1875
3326;1876
3255;1877
3383;1878
3286;1879
3374;1880
3262;1881
3367;1882
3264;1883
3259;1884
3200;1885
3416;1886
3259;1887
3300;1888
3355;1889
3258;1890
3266;1891
3302;1892
3365;1893
3221;1894
3217;1895
3269;1896
3334;1897
3226;1898
3198;1899
3273;1900
3196;1901
3139;1902
3115;1903
3395;1904
3173;1905
3098;1906
3113;1907
3373;1908
3199;1909
3224;1910
3147;1911
3192;1912
3174;1913
3218;1914
3185;1915
3163;1916
3203;1917
3132;1918
3317;1919
3210;1920
3237;1921
3100;1922
3124;1923
3172;1924
3075;1925
3203;1926
2987;1927
3141;1928
3169;1929
2998;1930
2995;1931
2875;1932
3135;1933
3151;1934
3091;1935
3105;1936
3159;1937
3045;1938
3036;1939
3086;1940
3054;1941
3093;1942
3006;1943
3120;1944
2974;1945
3061;1946
3234;1947
3094;1948
3259;1949
3219;1950
3006;1951
2931;1952
3131;1953
2927;1954
2948;1955
3085;1956
2967;1957
2967;1958
3106;1959
3084;1960
2999;1961
2890;1962
2923;1963
3114;1964
3022;1965
3043;1966
3104;1967
3002;1968
3097;1969
3073;1970
3067;1971
3050;1972
3007;1973
3008;1974
3003;1975
3106;1976
3032;1977
2980;1978
3089;1979
2926;1980
3029;1981
2979;1982
2960;1983
2936;1984
2939;1985
2875;1986
2987;1987
2827;1988
2968;1989
2947;1990
2910;1991
2947;1992
2919;1993
2986;1994
2878;1995
2862;1996
3002;1997
3074;1998
3027;1999
3034;2000
2890;2001
2861;2002
2844;2003
3155;2004
2834;2005
2821;2006
2930;2007
2927;2008
2976;2009
2762;2010
2797;2011
2848;2012
2852;2013
2827;2014
2902;2015
2915;2016
2931;2017
2782;2018
2807;2019
2865;2020
2747;2021
2798;2022
2774;2023
2915;2024
2847;2025
2849;2026
2752;2027
2901;2028
2819;2029
2790;2030
2742;2031
2879;2032
2891;2033
2893;2034
2709;2035
2843;2036
2749;2037
2877;2038
2943;2039
2843;2040
2842;2041
2952;2042
2778;2043
2689;2044
2749;2045
2804;2046
2798;2047
2843;2048
2797;2049
2793;2050
2692;2051
2736;2052
2769;2053
2735;2054
2630;2055
2712;2056
2651;2057
2812;2058
2639;2059
2801;2060
2690;2061
2736;2062
2791;2063
2691;2064
2694;2065
2702;2066
2759;2067
2576;2068
2634;2069
2662;2070
2681;2071
2560;2072
2725;2073
2580;2074
2744;2075
2524;2076
2804;2077
2755;2078
2697;2079
2591;2080
2623;2081
2694;2082
2668;2083
2574;2084
2606;2085
2687;2086
2629;2087
2568;2088
2452;2089
2615;2090
2583;2091
2556;2092
2584;2093
2594;2094
2552;2095
2642;2096
2570;2097
2556;2098
2546;2099
2555;2100
2525;2101
2535;2102
2585;2103
2615;2104
2577;2105
2520;2106
2603;2107
2507;2108
2600;2109
2565;2110
2501;2111
2490;2112
2585;2113
2546;2114
2498;2115
2567;2116
2511;2117
2546;2118
2471;2119
2497;2120
2611;2121
2403;2122
2520;2123
2526;2124
2422;2125
2514;2126
2449;2127
2433;2128
2430;2129
2448;2130
2363;2131
2499;2132
2408;2133
2493;2134
2428;2135
2366;2136
2329;2137
2389;2138
2487;2139
2436;2140
2431;2141
2400;2142
2529;2143
2391;2144
2358;2145
2441;2146
2407;2147
2413;2148
2332;2149
2482;2150
2254;2151
2378;2152
2342;2153
2379;2154
2320;2155
2460;2156
2405;2157
2420;2158
2370;2159
2424;2160
2486;2161
2342;2162
2421;2163
2408;2164
2469;2165
2360;2166
2487;2167
2316;2168
2369;2169
2222;2170
2528;2171
2344;2172
2321;2173
2391;2174
2247;2175
2270;2176
2350;2177
2391;2178
2358;2179
2299;2180
2209;2181
2447;2182
2354;2183
2333;2184
2324;2185
2345;2186
2313;2187
2358;2188
2233;2189
2358;2190
2265;2191
2285;2192
2241;2193
2289;2194
2311;2195
2357;2196
2301;2197
2186;2198
2290;2199
2435;2200
2304;2201
2235;2202
2292;2203
2285;2204
2317;2205
2247;2206
2344;2207
2344;2208
2219;2209
2265;2210
2233;2211
2250;2212
2235;2213
2283;2214
2191;2215
2313;2216
2328;2217
2157;2218
2303;2219
2261;2220
2326;2221
2184;2222
2265;2223
2254;2224
2252;2225
2237;2226
2324;2227
2285;2228
2199;2229
2209;2230
2251;2231
2252;2232
2278;2233
2118;2234
2147;2235
2219;2236
2103;2237
2180;2238
2202;2239
2063;2240
2206;2241
2166;2242
2233;2243
2130;2244
2122;2245
2261;2246
2310;2247
2094;2248
2145;2249
2125;2250
2139;2251
2153;2252
2186;2253
2065;2254
2104;2255
2153;2256
2139;2257
2125;2258
2201;2259
2046;2260
2186;2261
2049;2262
2103;2263
2099;2264
2004;2265
2058;2266
2104;2267
2128;2268
2110;2269
2042;2270
2103;2271
2081;2272
2097;2273
2029;2274
2016;2275
2040;2276
2055;2277
2086;2278
2129;2279
2177;2280
2075;2281
2163;2282
1945;2283
2041;2284
2042;2285
2230;2286
2119;2287
2090;2288
2054;2289
2152;2290
2041;2291
2087;2292
2069;2293
2000;2294
2016;2295
2055;2296
2064;2297
2038;2298
2152;2299
2019;2300
2108;2301
1945;2302
2007;2303
1957;2304
2063;2305
1941;2306
2021;2307
1952;2308
2011;2309
2027;2310
2104;2311
1980;2312
1991;2313
1953;2314
2118;2315
2010;2316
1950;2317
2030;2318
2015;2319
1989;2320
2039;2321
2017;2322
2013;2323
1962;2324
1961;2325
1960;2326
2021;2327
1916;2328
2015;2329
2036;2330
1899;2331
1980;2332
1980;2333
1924;2334
1938;2335
1980;2336
1926;2337
1938;2338
1937;2339
1959;2340
1924;2341
1967;2342
1990;2343
1946;2344
1985;2345
1904;2346
1982;2347
1952;2348
2034;2349
1926;2350
1992;2351
1940;2352
1896;2353
2336;2354
1951;2355
1870;2356
1924;2357
1991;2358
1917;2359
2000;2360
1928;2361
1846;2362
1929;2363
1882;2364
1995;2365
1986;2366
1862;2367
1921;2368
1932;2369
1909;2370
1958;2371
1860;2372
1888;2373
1892;2374
1922;2375
1957;2376
2015;2377
1819;2378
1913;2379
1937;2380
1983;2381
1904;2382
1828;2383
1995;2384
1963;2385
1887;2386
1968;2387
1880;2388
1923;2389
1894;2390
1876;2391
1860;2392
1772;2393
1763;2394
1869;2395
1840;2396
1969;2397
1859;2398
1802;2399
1917;2400
2092;2401
1928;2402
1880;2403
1808;2404
1793;2405
1883;2406
1815;2407
1857;2408
1856;2409
1829;2410
1784;2411
1851;2412
1829;2413
1814;2414
1739;2415
1835;2416
1908;2417
1732;2418
1845;2419
1825;2420
1739;2421
1808;2422
1830;2423
1824;2424
1843;2425
1808;2426
1755;2427
1849;2428
1809;2429
1755;2430
1804;2431
1840;2432
1709;2433
1725;2434
1753;2435
1734;2436
1744;2437
1787;2438
1751;2439
1701;2440
1708;2441
1752;2442
1764;2443
1690;2444
1710;2445
1765;2446
1790;2447
1791;2448
1716;2449
1742;2450
1778;2451
1851;2452
1781;2453
1776;2454
1757;2455
1780;2456
1736;2457
1778;2458
1780;2459
1756;2460
1794;2461
1801;2462
1778;2463
1742;2464
1787;2465
1765;2466
1651;2467
1632;2468
1683;2469
1753;2470
1635;2471
1715;2472
1738;2473
1656;2474
1734;2475
1725;2476
1717;2477
1709;2478
1631;2479
1678;2480
1674;2481
1716;2482
1703;2483
1628;2484
1741;2485
1715;2486
1705;2487
1650;2488
1668;2489
1682;2490
1694;2491
1591;2492
1686;2493
1715;2494
1568;2495
1698;2496
1723;2497
1705;2498
1687;2499
1629;2500
